Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites
977a,,,,,,-114.01238962,46.67864072,1118.932,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
978a,,,,,,-114.01231707,46.67863882,1120.303,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
979a,,,,,,-114.01224453,46.67863693,1121.469,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
980a,,,,,,-114.01217198,46.67863503,1122.543,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
981a,,,,,,-114.01282213,46.67870202,1112.564,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
982a,,,,,,-114.01274958,46.67870013,1113.592,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
983a,,,,,,-114.01267704,46.67869823,1114.491,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
985a,,,,,,-114.01253195,46.67869444,1116.591,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
986a,,,,,,-114.01245941,46.67869254,1117.826,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
987a,,,,,,-114.01238686,46.67869065,1119.055,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
988a,,,,,,-114.01231432,46.67868875,1120.276,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
991a,,,,,,-114.01281937,46.67875195,1112.708,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
992a,,,,,,-114.01274683,46.67875006,1113.586,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
993a,,,,,,-114.01267428,46.67874816,1114.561,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
994a,,,,,,-114.01260174,46.67874626,1115.56,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
995a,,,,,,-114.0125292,46.67874437,1116.735,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
996a,,,,,,-114.01245665,46.67874247,1117.77,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
997a,,,,,,-114.01238411,46.67874058,1119.06,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
998a,,,,,,-114.01231156,46.67873868,1120.281,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
999a,,,,,,-114.01223902,46.67873679,1121.583,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
1000a,,,,,,-114.01216648,46.67873489,1122.732,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
5a,,,,,,-114.01001685,46.67687863,1133.855,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
6a,,,,,,-114.00994431,46.67687674,1134.446,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
8a,,,,,,-114.00979923,46.67687294,1134.814,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
11a,,,,,,-114.01030426,46.67693615,1130.979,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
12a,,,,,,-114.01023172,46.67693425,1131.553,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
18a,,,,,,-114.00979647,46.67692287,1135.933,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
20a,,,,,,-114.00965139,46.67691908,1137.263,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
21a,,,,,,-114.01030151,46.67698608,1131.148,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
23a,,,,,,-114.01015642,46.67698229,1132.684,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
24a,,,,,,-114.01008388,46.67698039,1133.527,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
25a,,,,,,-114.01001134,46.67697849,1134.222,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
26a,,,,,,-114.0099388,46.6769766,1134.864,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
30a,,,,,,-114.00964863,46.67696901,1137.544,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
33a,,,,,,-114.01015367,46.67703222,1132.967,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
34a,,,,,,-114.01008113,46.67703032,1133.844,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
35a,,,,,,-114.01000858,46.67702842,1134.466,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
36a,,,,,,-114.00993604,46.67702652,1135.073,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
38a,,,,,,-114.00979096,46.67702273,1136.391,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
39a,,,,,,-114.00971842,46.67702083,1137.158,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
40a,,,,,,-114.00964588,46.67701893,1137.778,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
42a,,,,,,-114.01022345,46.67708404,1132.554,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
43a,,,,,,-114.01015091,46.67708215,1133.412,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
44a,,,,,,-114.01007837,46.67708025,1134.139,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
48a,,,,,,-114.0097882,46.67707266,1136.662,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
49a,,,,,,-114.00971566,46.67707076,1137.46,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
50a,,,,,,-114.00964312,46.67706886,1138.177,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
51a,,,,,,-114.01029324,46.67713587,1132.281,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
52a,,,,,,-114.0102207,46.67713397,1132.931,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
54a,,,,,,-114.01007561,46.67713018,1134.543,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
55a,,,,,,-114.01000307,46.67712828,1135.147,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
56a,,,,,,-114.00993053,46.67712638,1135.88,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
58a,,,,,,-114.00978545,46.67712259,1137.154,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
59a,,,,,,-114.0097129,46.67712069,1137.827,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
60a,,,,,,-114.00964036,46.67711879,1138.514,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
61a,,,,,,-114.01029048,46.6771858,1132.74,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
62a,,,,,,-114.01021794,46.6771839,1133.523,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
63a,,,,,,-114.0101454,46.677182,1134.136,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
64a,,,,,,-114.01007286,46.67718011,1134.871,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
66a,,,,,,-114.00992777,46.67717631,1136.256,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
67a,,,,,,-114.00985523,46.67717442,1136.904,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
68a,,,,,,-114.00978269,46.67717252,1137.571,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
69a,,,,,,-114.00971015,46.67717062,1138.262,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
70a,,,,,,-114.00963761,46.67716872,1138.848,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
72a,,,,,,-114.01021518,46.67723383,1133.942,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
73a,,,,,,-114.01014264,46.67723193,1134.715,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
77a,,,,,,-114.00985247,46.67722434,1137.484,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
81a,,,,,,-114.01028497,46.67728566,1133.757,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
82a,,,,,,-114.01021243,46.67728376,1134.422,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
83a,,,,,,-114.01013988,46.67728186,1135.274,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
84a,,,,,,-114.01006734,46.67727997,1135.963,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
85a,,,,,,-114.0099948,46.67727807,1136.646,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
87a,,,,,,-114.00984972,46.67727427,1138.052,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
89a,,,,,,-114.00970463,46.67727048,1139.265,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
91a,,,,,,-114.01028221,46.67733559,1134.441,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
93a,,,,,,-114.01013713,46.67733179,1136.004,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
99a,,,,,,-114.00970188,46.67732041,1139.975,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
201a,,,,,,-114.01487714,46.67700565,1085.684,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
203a,,,,,,-114.01473206,46.67700186,1089.979,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
204a,,,,,,-114.01465952,46.67699996,1091.334,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
205a,,,,,,-114.01458697,46.67699807,1091.855,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
207a,,,,,,-114.01444189,46.67699428,1093.216,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
209a,,,,,,-114.01429681,46.67699049,1094.817,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
210a,,,,,,-114.01422427,46.6769886,1095.361,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
211a,,,,,,-114.01487439,46.67705558,1086.332,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
212a,,,,,,-114.01480185,46.67705368,1088.705,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
213a,,,,,,-114.01472931,46.67705179,1090.33,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
214a,,,,,,-114.01465676,46.67704989,1091.061,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
215a,,,,,,-114.01458422,46.677048,1091.652,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
217a,,,,,,-114.01443914,46.67704421,1093.066,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
218a,,,,,,-114.0143666,46.67704232,1093.789,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
219a,,,,,,-114.01429406,46.67704042,1094.565,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
220a,,,,,,-114.01422151,46.67703853,1095.231,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
221a,,,,,,-114.01487164,46.67710551,1087.219,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
222a,,,,,,-114.0147991,46.67710361,1089.043,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
223a,,,,,,-114.01472655,46.67710172,1090.102,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
224a,,,,,,-114.01465401,46.67709982,1090.75,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
226a,,,,,,-114.01450893,46.67709604,1092.095,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
227a,,,,,,-114.01443639,46.67709414,1092.801,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
229a,,,,,,-114.0142913,46.67709035,1094.376,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
232a,,,,,,-114.01479634,46.67715354,1088.562,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
233a,,,,,,-114.0147238,46.67715165,1089.708,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
235a,,,,,,-114.01457872,46.67714786,1091.142,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
236a,,,,,,-114.01450618,46.67714596,1091.864,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
237a,,,,,,-114.01443363,46.67714407,1092.563,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
238a,,,,,,-114.01436109,46.67714218,1093.405,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
239a,,,,,,-114.01428855,46.67714028,1094.144,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
240a,,,,,,-114.01421601,46.67713839,1094.969,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
241a,,,,,,-114.01486613,46.67720537,1087.301,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
242a,,,,,,-114.01479359,46.67720347,1088.339,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
243a,,,,,,-114.01472105,46.67720158,1089.334,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
245a,,,,,,-114.01457597,46.67719779,1090.962,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
247a,,,,,,-114.01443088,46.677194,1092.478,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
248a,,,,,,-114.01435834,46.67719211,1093.156,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
250a,,,,,,-114.01421326,46.67718832,1094.78,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
252a,,,,,,-114.01479084,46.6772534,1088.083,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
253a,,,,,,-114.0147183,46.67725151,1089.148,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
255a,,,,,,-114.01457321,46.67724772,1090.836,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
256a,,,,,,-114.01450067,46.67724582,1091.522,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
257a,,,,,,-114.01442813,46.67724393,1092.345,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
258a,,,,,,-114.01435559,46.67724204,1092.991,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
259a,,,,,,-114.01428304,46.67724014,1093.902,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
260a,,,,,,-114.0142105,46.67723825,1094.727,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
262a,,,,,,-114.01478809,46.67730333,1087.897,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
263a,,,,,,-114.01471555,46.67730144,1088.867,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
266a,,,,,,-114.01449792,46.67729575,1091.387,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
268a,,,,,,-114.01435283,46.67729196,1092.949,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
269a,,,,,,-114.01428029,46.67729007,1093.734,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
271a,,,,,,-114.01485788,46.67735516,1087.048,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
272a,,,,,,-114.01478534,46.67735326,1087.863,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
275a,,,,,,-114.01456771,46.67734758,1090.301,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
276a,,,,,,-114.01449517,46.67734568,1091.195,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
277a,,,,,,-114.01442262,46.67734379,1091.924,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
278a,,,,,,-114.01435008,46.67734189,1092.774,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
280a,,,,,,-114.014205,46.67733811,1094.425,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
281a,,,,,,-114.01485513,46.67740508,1087.057,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
282a,,,,,,-114.01478258,46.67740319,1087.715,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
283a,,,,,,-114.01471004,46.6774013,1088.455,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
284a,,,,,,-114.0146375,46.6773994,1089.345,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
285a,,,,,,-114.01456496,46.67739751,1090.224,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
286a,,,,,,-114.01449241,46.67739561,1090.989,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
287a,,,,,,-114.01441987,46.67739372,1091.861,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
288a,,,,,,-114.01434733,46.67739182,1092.626,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
289a,,,,,,-114.01427479,46.67738993,1093.511,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
290a,,,,,,-114.01420224,46.67738803,1094.32,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
292a,,,,,,-114.01477983,46.67745312,1087.535,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
293a,,,,,,-114.01470729,46.67745123,1088.431,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
295a,,,,,,-114.0145622,46.67744744,1090.036,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
296a,,,,,,-114.01448966,46.67744554,1090.827,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
298a,,,,,,-114.01434458,46.67744175,1092.596,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
300a,,,,,,-114.01419949,46.67743796,1094.332,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
403a,,,,,,-114.01613684,46.67523848,1104.799,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
409a,,,,,,-114.01570161,46.67522712,1107.089,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
410a,,,,,,-114.01562907,46.67522523,1107.347,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
412a,,,,,,-114.01620663,46.6752903,1103.525,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
413a,,,,,,-114.01613409,46.67528841,1103.932,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
414a,,,,,,-114.01606155,46.67528652,1104.42,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
415a,,,,,,-114.01598901,46.67528462,1104.9,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
416a,,,,,,-114.01591647,46.67528273,1105.659,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
417a,,,,,,-114.01584393,46.67528084,1106.07,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
418a,,,,,,-114.01577139,46.67527894,1106.374,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
419a,,,,,,-114.01569886,46.67527705,1106.586,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
420a,,,,,,-114.01562632,46.67527515,1106.782,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
421a,,,,,,-114.01627642,46.67534213,1102.262,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
423a,,,,,,-114.01613134,46.67533834,1103.109,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
424a,,,,,,-114.0160588,46.67533645,1103.562,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
425a,,,,,,-114.01598626,46.67533455,1103.972,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
426a,,,,,,-114.01591372,46.67533266,1104.522,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
428a,,,,,,-114.01576864,46.67532887,1105.667,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
431a,,,,,,-114.01627367,46.67539206,1101.71,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
432a,,,,,,-114.01620113,46.67539016,1102.173,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
433a,,,,,,-114.01612859,46.67538827,1102.609,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
434a,,,,,,-114.01605605,46.67538638,1102.903,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
436a,,,,,,-114.01591097,46.67538259,1103.754,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
437a,,,,,,-114.01583843,46.67538069,1104.249,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
438a,,,,,,-114.01576589,46.6753788,1104.853,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
439a,,,,,,-114.01569335,46.67537691,1105.268,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
440a,,,,,,-114.01562081,46.67537501,1105.507,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
441a,,,,,,-114.01627092,46.67544199,1101.211,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
442a,,,,,,-114.01619838,46.67544009,1101.667,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
443a,,,,,,-114.01612584,46.6754382,1102.036,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
445a,,,,,,-114.01598076,46.67543441,1102.748,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
446a,,,,,,-114.01590822,46.67543252,1103.159,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
447a,,,,,,-114.01583568,46.67543062,1103.494,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
448a,,,,,,-114.01576314,46.67542873,1103.945,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
449a,,,,,,-114.0156906,46.67542684,1104.349,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
450a,,,,,,-114.01561806,46.67542494,1104.616,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
455a,,,,,,-114.01597801,46.67548434,1102.291,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
457a,,,,,,-114.01583293,46.67548055,1102.955,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
458a,,,,,,-114.01576039,46.67547866,1103.269,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
460a,,,,,,-114.01561531,46.67547487,1103.789,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
465a,,,,,,-114.01597526,46.67553427,1101.945,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
466a,,,,,,-114.01590272,46.67553238,1102.33,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
467a,,,,,,-114.01583018,46.67553048,1102.649,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
468a,,,,,,-114.01575764,46.67552859,1102.789,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
469a,,,,,,-114.0156851,46.6755267,1102.855,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
470a,,,,,,-114.01561256,46.6755248,1102.935,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
471a,,,,,,-114.01626267,46.67559177,1099.325,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
472a,,,,,,-114.01619013,46.67558988,1100.053,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
473a,,,,,,-114.01611759,46.67558799,1100.613,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
474a,,,,,,-114.01604505,46.67558609,1101.013,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
475a,,,,,,-114.01597251,46.6755842,1101.466,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
480a,,,,,,-114.01560981,46.67557473,1102.406,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
481a,,,,,,-114.01625992,46.6756417,1098.683,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
482a,,,,,,-114.01618738,46.67563981,1099.286,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
484a,,,,,,-114.0160423,46.67563602,1100.459,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
487a,,,,,,-114.01582468,46.67563034,1101.51,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
488a,,,,,,-114.01575214,46.67562845,1101.798,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
490a,,,,,,-114.01560706,46.67562466,1101.997,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
492a,,,,,,-114.01618463,46.67568974,1098.722,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
494a,,,,,,-114.01603955,46.67568595,1099.855,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
495a,,,,,,-114.01596701,46.67568406,1100.261,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
497a,,,,,,-114.01582193,46.67568027,1101.005,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
498a,,,,,,-114.01574939,46.67567838,1101.153,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
499a,,,,,,-114.01567685,46.67567649,1101.426,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
500a,,,,,,-114.01560431,46.67567459,1101.535,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
601a,,,,,,-114.01304243,46.67470766,1115.091,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
603a,,,,,,-114.01289735,46.67470387,1115.443,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
605a,,,,,,-114.01275228,46.67470008,1116.018,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
606a,,,,,,-114.01267974,46.67469818,1116.198,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
609a,,,,,,-114.01246212,46.67469249,1116.924,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
610a,,,,,,-114.01238958,46.6746906,1117.216,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
611a,,,,,,-114.01303968,46.67475759,1115.247,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
612a,,,,,,-114.01296714,46.67475569,1115.434,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
613a,,,,,,-114.0128946,46.6747538,1115.607,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
614a,,,,,,-114.01282206,46.6747519,1115.774,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
615a,,,,,,-114.01274952,46.67475001,1116.078,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
617a,,,,,,-114.01260444,46.67474621,1116.578,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
618a,,,,,,-114.01253191,46.67474432,1116.783,Global,,,,,,m,,,,,,,,,,,,,,,Global CS,,,,,
